ID,Date,Product,Region,Store_Type,Price,Discount,Marketing_Spend,Sales,no of units sold,season
1170,15-03-2023,Microwave,West,Online,13482.93,0.28,4456.62,10689.65,1,Summer
1171,16-03-2023,Ceiling_Fan,East,Online,67120.52,0,1231.16,204365.79,3,Summer
1172,17-03-2023,Washing_Machine,South,Retail,23889,0.11,789.77,84925.87,4,Summer
1173,18-03-2023,Air_Conditioner,South,Retail,63297.66,0.06,1711.34,76404.14,1,Summer
1174,19-03-2023,Air_Conditioner,South,Online,76783.03,0.21,3231.25,392530.08,5,Summer
1175,20-03-2023,Air_Conditioner,East,Retail,57259.66,0.09,1053.9,318848.98,6,Summer
1176,21-03-2023,Microwave,South,Retail,49702.26,0.09,2622.18,84728.59,2,Summer
1177,22-03-2023,Microwave,North,Retail,39528.96,0.17,3323.02,208504.32,5,Summer
1178,23-03-2023,Washing_Machine,South,Online,32330.74,0.23,4319.32,248645.11,8,Summer
1179,24-03-2023,Air_Conditioner,South,Retail,31475.36,0.04,1534.41,287061.95,9,Summer
1180,25-03-2023,Air_Conditioner,East,Online,52727.95,0.06,4178.06,50755.75,1,Summer
1181,26-03-2023,Ceiling_Fan,South,Online,61345.48,0.09,1557.08,455437.95,7,Summer
1182,27-03-2023,Microwave,West,Online,55888.78,0.34,3545.45,154276.25,3,Summer
1183,28-03-2023,Air_Conditioner,North,Retail,19880.76,0.14,2438.03,26891.94,1,Summer
1184,29-03-2023,Water_Purifier,East,Retail,42049.04,0.21,1016.07,121708.45,3,Summer
1185,30-03-2023,Washing_Machine,North,Online,64373.01,0.08,3714.19,230711.47,4,Summer
1186,31-03-2023,Water_Purifier,West,Online,40677.81,0.17,1479.93,192757.27,5,Summer
1187,01-04-2023,Water_Purifier,East,Online,45246.75,0.03,1294.81,366024.192,8,Summer
1188,02-04-2023,Washing_Machine,East,Retail,62835.2,0.01,2112.45,577889.22,9,Summer
1189,03-04-2023,Water_Purifier,South,Retail,54594.9,0.16,3439.81,176823.732,3,Summer
1190,04-04-2023,Air_Conditioner,North,Online,35700.87,0.14,1552.98,143539.104,4,Summer
1191,05-04-2023,Microwave,West,Online,72155.95,0.05,1326.48,310558.944,4,Summer
1192,06-04-2023,Washing_Machine,West,Retail,17192.53,0.24,544.79,66867.672,4,Summer
1193,07-04-2023,Ceiling_Fan,East,Online,79663.73,0.35,2622.39,621184.884,8,Summer
1194,08-04-2023,Water_Purifier,South,Retail,13913.94,0.14,2428.91,114894.876,8,Summer
1195,09-04-2023,Washing_Machine,East,Retail,6121.25,0.22,1552.4,56005.272,9,Summer
1196,10-04-2023,Refrigerator,East,Online,71751.42,0.34,741.43,411314.7,6,Summer
1197,11-04-2023,Refrigerator,East,Online,23371.51,0.29,2431.65,92721.408,4,Summer
1198,12-04-2023,Microwave,East,Retail,59727.47,0.16,4046.92,271387.248,5,Summer
1199,13-04-2023,Air_Conditioner,West,Retail,65826.15,0.26,3718.77,315487.656,5,Summer
1200,14-04-2023,Microwave,West,Retail,69423.98,0.04,4373.58,380034.216,5,Summer
1201,15-04-2023,Microwave,East,Retail,79369.57,0.18,543.12,660327.612,8,Summer
1202,16-04-2023,Microwave,East,Retail,27052.98,0.1,4848.89,151491.804,6,Summer
1203,17-04-2023,Microwave,South,Online,58268.25,0.06,2036.36,240594.096,4,Summer
1204,18-04-2023,Ceiling_Fan,East,Retail,13654.99,0.15,4956.79,111059.004,8,Summer
1205,19-04-2023,Ceiling_Fan,West,Retail,35510.7,0.05,1636.79,351781.548,10,Summer
1206,20-04-2023,Washing_Machine,North,Retail,68597.88,0.24,2621.91,299284.38,4,Summer
1207,21-04-2023,Refrigerator,West,Online,32574.35,0.16,2092.67,230182.068,7,Summer
1208,22-04-2023,Microwave,South,Online,49332.15,0.19,2100.92,73328.4,1,Summer
1209,23-04-2023,Washing_Machine,West,Retail,42783.01,0.05,4290.27,281183.172,7,Summer
1210,24-04-2023,Refrigerator,North,Retail,53446.36,0.05,3858.89,85594.692,2,Summer
1211,25-04-2023,Water_Purifier,East,Online,77967.08,0.2,4964.68,94512.384,1,Summer
1212,26-04-2023,Air_Conditioner,North,Online,9180.16,0.34,3260.82,47378.148,5,Summer
1213,27-04-2023,Ceiling_Fan,East,Online,48047.11,0.03,2584.65,208608.132,4,Summer
1214,28-04-2023,Water_Purifier,East,Online,69727.16,0.1,905.33,578558.412,8,Summer
1215,29-04-2023,Refrigerator,West,Retail,41103.7,0.3,4984.53,312979.368,8,Summer
1216,30-04-2023,Water_Purifier,West,Online,10889.54,0.03,2981.89,28577.004,3,Summer
1217,01-05-2023,Air_Conditioner,West,Retail,47040.45,0.31,3652.15,292927.668,6,Summer
1218,02-05-2023,Refrigerator,South,Retail,29905.54,0.18,2330.34,165694.308,6,Summer
1219,03-05-2023,Water_Purifier,West,Online,16620.63,0.14,2964.72,34460.604,2,Summer
1220,04-05-2023,Ceiling_Fan,South,Online,68677.59,0.11,4741.6,503482.836,7,Summer
1221,05-05-2023,Ceiling_Fan,West,Online,44119.96,0.1,1248.89,309016.968,7,Summer
1222,06-05-2023,Washing_Machine,East,Online,74995.73,0.11,1815.68,451800.504,6,Summer
1223,07-05-2023,Water_Purifier,South,Retail,65451.24,0.31,1184.27,506073.144,8,Summer
1224,08-05-2023,Microwave,North,Retail,56972.88,0.25,4064.97,291743.616,5,Summer
1225,09-05-2023,Water_Purifier,South,Retail,5376.91,0.23,779.2,49258.536,9,Summer
1226,10-05-2023,Refrigerator,South,Online,37086.76,0.28,867.34,178897.752,5,Summer
1227,11-05-2023,Refrigerator,North,Retail,19811.47,0.09,1843.22,44191.344,2,Summer
1228,12-05-2023,Water_Purifier,South,Online,73309.84,0.22,2813.85,359163.216,5,Summer
1229,13-05-2023,Air_Conditioner,East,Retail,18093.8,0.16,2328.24,48167.256,3,Summer
1230,14-05-2023,Ceiling_Fan,West,Online,26454.5,0.27,701.67,147716.652,6,Summer
1231,15-05-2023,Refrigerator,North,Retail,43762.76,0.11,4808.71,338303.052,8,Summer
1232,16-05-2023,Ceiling_Fan,West,Retail,24752.27,0.23,4787.91,119293.752,5,Summer
1233,17-05-2023,Refrigerator,East,Online,20739.85,0.31,1757.1,32272.92,2,Summer
1234,18-05-2023,Washing_Machine,North,Retail,49932.45,0.14,3791.87,268873.332,5,Summer
1235,19-05-2023,Microwave,West,Retail,11669.71,0.02,3103.59,23784.168,2,Summer
1236,20-05-2023,Refrigerator,West,Online,9362.58,0.18,1568.65,65771.256,7,Summer
1237,21-05-2023,Ceiling_Fan,East,Online,32918.4,0.12,1679.77,282033.648,9,Summer
1238,22-05-2023,Washing_Machine,West,Online,59049.83,0.24,2710.19,520300.908,9,Summer
1239,23-05-2023,Refrigerator,East,Online,46610.51,0.33,2386.57,87661.884,2,Summer
1240,24-05-2023,Air_Conditioner,South,Online,36715.74,0.17,1810.53,211799.004,6,Summer
1241,25-05-2023,Microwave,East,Retail,47431.37,0.16,4133.8,292020.672,6,Summer
1242,26-05-2023,Refrigerator,South,Online,32408.86,0.23,2666.58,278564.352,9,Summer
1243,27-05-2023,Washing_Machine,North,Retail,75210.98,0.04,3446.82,575785.5,8,Summer
1244,28-05-2023,Air_Conditioner,West,Retail,9117.87,0.09,1351.73,22995.9,3,Summer
1245,29-05-2023,Water_Purifier,East,Online,55504.36,0.32,2900.78,223158.84,4,Summer
1246,30-05-2023,Washing_Machine,East,Retail,71846.2,0.23,1930.89,457588.824,6,Summer
1247,31-05-2023,Washing_Machine,West,Retail,65291.35,0,2868.86,572152.788,9,Summer
1248,01-06-2023,Air_Conditioner,West,Online,18803.08,0.07,4013.72,183982.788,10,Monsoon
1249,02-06-2023,Washing_Machine,North,Retail,27194.48,0.24,3960.11,65092.776,2,Monsoon
1250,03-06-2023,Air_Conditioner,North,Online,58778.6,0.27,2093.99,492444.66,8,Monsoon
1251,04-06-2023,Refrigerator,East,Online,11320.29,0.29,3624.25,14778.42,1,Monsoon
1252,05-06-2023,Air_Conditioner,North,Online,65889.63,0.1,4735.8,701208.504,11,Monsoon
1253,06-06-2023,Air_Conditioner,South,Retail,58918.02,0.33,3315.51,413062.608,7,Monsoon
1254,07-06-2023,Microwave,North,Retail,59720.5,0.19,1167.85,402997.896,7,Monsoon
1255,08-06-2023,Air_Conditioner,North,Retail,12518.1,0.24,3558.69,86936.244,7,Monsoon
1256,09-06-2023,Air_Conditioner,East,Retail,58832.04,0.21,972.07,92260.884,2,Monsoon
1257,10-06-2023,Water_Purifier,South,Online,55986.36,0.04,4424.5,88573.956,2,Monsoon
1258,11-06-2023,Refrigerator,North,Retail,67319.19,0.34,2824.97,102149.232,2,Monsoon
1259,12-06-2023,Microwave,South,Online,8119.7,0.04,2233.13,16708.284,2,Monsoon
1260,13-06-2023,Water_Purifier,South,Retail,6733.3,0.09,756.53,43575.648,6,Monsoon
1261,14-06-2023,Ceiling_Fan,South,Retail,32975.53,0.28,2213.53,83734.512,3,Monsoon
1262,15-06-2023,Refrigerator,West,Retail,16159.12,0.22,4564.43,132219.936,8,Monsoon
1263,16-06-2023,Refrigerator,West,Retail,46878.84,0.29,594.42,200172.672,4,Monsoon
1264,17-06-2023,Ceiling_Fan,West,Retail,73801.17,0.18,2635.92,527194.284,7,Monsoon
1265,18-06-2023,Air_Conditioner,West,Online,34360.98,0.13,4690.21,246656.712,7,Monsoon
1266,19-06-2023,Water_Purifier,East,Retail,68371.28,0.32,2276.78,216395.148,3,Monsoon
1267,20-06-2023,Washing_Machine,North,Retail,5018.07,0.01,2426.79,19008.192,4,Monsoon
1268,21-06-2023,Microwave,West,Retail,17638.6,0.3,3103.52,60482.22,3,Monsoon
1269,22-06-2023,Washing_Machine,East,Retail,7281.77,0.08,2583.22,65678.64,9,Monsoon
1270,23-06-2023,Ceiling_Fan,North,Online,29611.04,0.3,1258.71,156116.892,5,Monsoon
1271,24-06-2023,Refrigerator,West,Retail,73114.22,0.05,583.5,273542.724,4,Monsoon
1272,25-06-2023,Refrigerator,North,Online,12271.41,0.2,3244.15,98492.712,8,Monsoon
1273,26-06-2023,Microwave,West,Retail,50480.73,0.31,4643.63,62397.564,1,Monsoon
1274,27-06-2023,Refrigerator,East,Online,38862.2,0.17,978.64,282274.8,7,Monsoon
1275,28-06-2023,Refrigerator,South,Online,75385.12,0.26,1449.29,331490.508,4,Monsoon
1276,29-06-2023,Microwave,South,Online,14188.94,0.28,2166.03,92944.848,7,Monsoon
1277,30-06-2023,Water_Purifier,North,Online,20902.09,0.26,4139.34,173493,8,Monsoon
1278,01-07-2023,Water_Purifier,East,Online,7215.65,0.32,1711.67,38027.98,5,Monsoon
1279,02-07-2023,Microwave,South,Retail,37545.14,0.16,4469.24,156985.92,4,Monsoon
1280,03-07-2023,Ceiling_Fan,West,Online,25837.47,0.06,747.31,57288.24,2,Monsoon
1281,04-07-2023,Refrigerator,South,Retail,70242.95,0.02,4734.3,568407.05,8,Monsoon
1282,05-07-2023,Refrigerator,North,Online,50370.56,0.09,3023.36,235894.31,5,Monsoon
1283,06-07-2023,Ceiling_Fan,North,Online,51056.81,0.05,3464.5,81380.49,2,Monsoon
1284,07-07-2023,Water_Purifier,East,Retail,44893.3,0.2,2154.6,268336.18,6,Monsoon
1285,08-07-2023,Air_Conditioner,North,Online,11888.78,0.06,4018.97,40529.66,3,Monsoon
1286,09-07-2023,Air_Conditioner,South,Online,38376.4,0.01,1249.55,54709.17,1,Monsoon
1287,10-07-2023,Air_Conditioner,South,Online,79962.89,0.01,720.1,722345.69,9,Monsoon
1288,11-07-2023,Water_Purifier,South,Online,67642.2,0.29,2279.83,256838.51,4,Monsoon
1289,12-07-2023,Water_Purifier,South,Retail,72009.43,0.21,4341.63,200735.87,3,Monsoon
1290,13-07-2023,Ceiling_Fan,East,Online,66741.98,0.13,3897.17,432441.76,6,Monsoon
1291,14-07-2023,Refrigerator,West,Online,12728.13,0.31,2827.2,78805.63,6,Monsoon
1292,15-07-2023,Ceiling_Fan,West,Retail,22058.62,0.02,3074.62,21677.19,1,Monsoon
1293,16-07-2023,Ceiling_Fan,East,Retail,5234.12,0.34,1084.52,24840.31,5,Monsoon
1294,17-07-2023,Water_Purifier,North,Online,27763.26,0.22,4283.07,171144.45,6,Monsoon
1295,18-07-2023,Air_Conditioner,West,Online,13145.56,0.06,4041.32,35703.16,3,Monsoon
1296,19-07-2023,Washing_Machine,North,Retail,40459.5,0.24,3454.12,166249.18,4,Monsoon
1297,20-07-2023,Refrigerator,West,Online,55784.56,0.27,2597.86,73446.42,1,Monsoon
1298,21-07-2023,Water_Purifier,North,Retail,70587.9,0.15,4840.07,463242.74,7,Monsoon
1299,22-07-2023,Air_Conditioner,East,Online,61191.29,0.3,4455.64,369532.54,6,Monsoon
1300,23-07-2023,Washing_Machine,South,Retail,75393.92,0.05,3399.94,141363.29,2,Monsoon
1301,24-07-2023,Washing_Machine,North,Retail,9042.37,0.1,2173.1,67938.29,8,Monsoon
1302,25-07-2023,Water_Purifier,South,Retail,5913.49,0.03,3281.1,45568.22,8,Monsoon
1303,26-07-2023,Microwave,North,Online,54600.36,0.07,3089.48,209319.46,4,Monsoon
1304,27-07-2023,Refrigerator,North,Online,26701.43,0.08,2274.09,177179.94,7,Monsoon
1305,28-07-2023,Washing_Machine,North,Online,24012.58,0.32,1880.03,16335.63,1,Monsoon
1306,29-07-2023,Water_Purifier,North,Online,29816.53,0.03,2331.55,271467.39,9,Monsoon
1307,30-07-2023,Water_Purifier,North,Retail,25234.7,0.15,3082.6,127698.48,5,Monsoon
1308,31-07-2023,Air_Conditioner,South,Retail,43357.73,0.19,2426.61,231195.14,5,Monsoon
1309,01-08-2023,Microwave,North,Retail,38011.13,0.31,1686.09,183119.95,5,Monsoon
1310,02-08-2023,Refrigerator,South,Online,43432.14,0.35,3924.33,170862.42,4,Monsoon
1311,03-08-2023,Ceiling_Fan,East,Online,55453.52,0.26,2891.6,357456.02,6,Monsoon
1312,04-08-2023,Air_Conditioner,West,Online,34034.79,0.34,804.54,145724.34,4,Monsoon
1313,05-08-2023,Washing_Machine,North,Retail,23848.08,0.28,2157.42,157451.81,7,Monsoon
1314,06-08-2023,Washing_Machine,West,Online,17465.04,0.34,4482.11,71939.37,4,Monsoon
1315,07-08-2023,Air_Conditioner,South,Online,31210.56,0.25,3898.56,59458.5,2,Monsoon
1316,08-08-2023,Water_Purifier,East,Retail,60635.49,0.03,1954.61,542408.78,9,Monsoon
1317,09-08-2023,Washing_Machine,East,Retail,61752.87,0.14,4721.82,378903.06,6,Monsoon
1318,10-08-2023,Microwave,East,Online,55017.9,0.23,844.71,308965.46,6,Monsoon
1319,11-08-2023,Refrigerator,West,Retail,22552.11,0.12,4825.56,195865.42,9,Monsoon
1320,12-08-2023,Microwave,South,Online,49106.47,0.1,1605.67,74106.19,2,Monsoon
1321,13-08-2023,Washing_Machine,North,Retail,47801.72,0.2,540.92,185751.12,4,Monsoon
1322,14-08-2023,Ceiling_Fan,North,Retail,41319.96,0.33,2452.14,87257.23,2,Monsoon
1323,15-08-2023,Refrigerator,South,Retail,46248.42,0.01,2115.37,305567.93,7,Monsoon
1324,16-08-2023,Refrigerator,West,Online,41884.3,0.27,2925.9,252593.86,6,Monsoon
1325,17-08-2023,Air_Conditioner,North,Online,47409.23,0.25,4085.48,344788.24,7,Monsoon
1326,18-08-2023,Air_Conditioner,South,Online,58662.95,0.34,4290.94,197125.16,3,Monsoon
1327,19-08-2023,Ceiling_Fan,North,Retail,13222.11,0.33,2305.53,71543.46,5,Monsoon
1328,20-08-2023,Water_Purifier,East,Retail,61221.93,0.27,2434.31,413555.91,7,Monsoon
1329,21-08-2023,Refrigerator,North,Retail,15191.46,0.18,1166.8,89066.64,6,Monsoon
1330,22-08-2023,Ceiling_Fan,West,Retail,9997.1,0.07,713.96,29608.13,3,Monsoon
1331,23-08-2023,Air_Conditioner,South,Online,78205.98,0.19,3385.47,409897.62,5,Monsoon
1332,24-08-2023,Air_Conditioner,West,Online,76774.38,0.27,789.97,545296.56,7,Monsoon
1333,25-08-2023,Refrigerator,South,Online,9532.74,0.31,3802.24,65039.11,7,Monsoon
1334,26-08-2023,Microwave,East,Retail,38244.01,0.28,2925.91,186726.06,5,Monsoon
1335,27-08-2023,Washing_Machine,South,Retail,18968.37,0.07,1393.62,158463.42,8,Monsoon
1336,28-08-2023,Air_Conditioner,North,Online,41400.87,0.21,2927.85,91681.56,2,Monsoon
1337,29-08-2023,Water_Purifier,North,Retail,67263.29,0.12,1323.49,190283.98,3,Monsoon
1338,30-08-2023,Water_Purifier,East,Online,76295.88,0,2474.32,730608.47,10,Monsoon
1339,31-08-2023,Air_Conditioner,South,Retail,52568.95,0.07,4098.02,108392.97,2,Monsoon
1340,01-09-2023,Microwave,East,Retail,31542.93,0.04,2578.64,82363.63,3,Monsoon
1341,02-09-2023,Microwave,North,Online,50249.42,0.29,1169.15,170712.63,3,Monsoon
1342,03-09-2023,Ceiling_Fan,West,Online,28400.1,0.09,3757.23,162979.52,6,Monsoon
1343,04-09-2023,Water_Purifier,East,Retail,73236.77,0.1,1340.46,424108.24,6,Monsoon
1344,05-09-2023,Ceiling_Fan,West,Online,70280.03,0.34,3823.47,168274.11,2,Monsoon
1345,06-09-2023,Water_Purifier,West,Online,46867.38,0.13,2657.09,378613.76,8,Monsoon
1346,07-09-2023,Washing_Machine,South,Retail,29359.92,0,2541.84,271165.26,9,Monsoon
1347,08-09-2023,Washing_Machine,East,Retail,27004.23,0.1,4331.46,110062.52,4,Monsoon
1348,09-09-2023,Refrigerator,West,Retail,7506.35,0.04,3688.72,35372.03,5,Monsoon
1349,10-09-2023,Ceiling_Fan,West,Online,66186.56,0.04,648.1,465263.39,7,Monsoon
1350,11-09-2023,Air_Conditioner,South,Retail,38778.74,0.03,1832.78,262064.95,7,Monsoon
1351,12-09-2023,Ceiling_Fan,South,Retail,29384.97,0.21,4419.14,103086.35,4,Monsoon
1352,13-09-2023,Air_Conditioner,North,Retail,40333.28,0.07,582.47,177354.48,4,Monsoon
1353,14-09-2023,Microwave,West,Retail,66405.35,0.13,2953.64,238736.86,4,Monsoon
1354,15-09-2023,Ceiling_Fan,North,Retail,14346.07,0.3,3775.22,31316.4,2,Monsoon
1355,16-09-2023,Microwave,West,Online,69324.2,0.15,3298.35,301890.15,4,Monsoon
1356,17-09-2023,Washing_Machine,North,Retail,72313.16,0.32,3922.39,352958.86,5,Monsoon
1357,18-09-2023,Washing_Machine,South,Retail,76003.09,0.17,3765.61,484329.03,6,Monsoon
1358,19-09-2023,Refrigerator,East,Online,34811.6,0.14,3614.14,239799.08,7,Monsoon
1359,20-09-2023,Ceiling_Fan,South,Retail,21285.53,0.26,4196.93,68873.91,3,Monsoon
1360,21-09-2023,Microwave,North,Retail,33023.06,0.03,3405.61,252470.28,8,Monsoon
1361,22-09-2023,Air_Conditioner,North,Online,29968.41,0.03,2310.88,30774.18,1,Monsoon
1362,23-09-2023,Washing_Machine,East,Retail,18211.54,0.23,2623.59,74229.44,4,Monsoon
1363,24-09-2023,Washing_Machine,West,Online,50545,0.17,3725.26,341707.75,7,Monsoon
1364,25-09-2023,Air_Conditioner,North,Retail,40746.81,0.28,4443.38,195694.29,5,Monsoon
1365,26-09-2023,Microwave,North,Online,69927.57,0.32,1724.98,250429.25,4,Monsoon
1366,27-09-2023,Microwave,North,Online,7408.22,0.14,2039.35,43334.6,6,Monsoon
1367,28-09-2023,Ceiling_Fan,East,Retail,53290.09,0.21,4688.33,385734.25,7,Monsoon
1368,29-09-2023,Ceiling_Fan,South,Online,62221.17,0.18,3103.3,311099.48,5,Monsoon
1369,30-09-2023,Water_Purifier,North,Online,61961.49,0.34,1305.33,335256.89,5,Monsoon
1370,01-10-2023,Water_Purifier,East,Retail,71455.55,0.29,3486.63,648103.963,9,Post-Monsoon
1371,02-10-2023,Refrigerator,North,Retail,59677.53,0.32,4958.43,387754.783,6,Post-Monsoon
1372,03-10-2023,Washing_Machine,West,Online,74585.75,0.09,4205.54,543521.238,7,Post-Monsoon
1373,04-10-2023,Ceiling_Fan,East,Retail,29949.24,0.27,3855.84,38010.596,1,Post-Monsoon
1374,05-10-2023,Microwave,North,Online,42740.71,0.09,1436.21,220972.297,5,Post-Monsoon
1375,06-10-2023,Air_Conditioner,East,Online,6055.97,0.07,4442.63,44581.524,7,Post-Monsoon
1376,07-10-2023,Microwave,North,Retail,5521.82,0.33,2866.05,39317.031,7,Post-Monsoon
1377,08-10-2023,Washing_Machine,South,Retail,23009.5,0.01,4501.81,146376.49,6,Post-Monsoon
1378,09-10-2023,Water_Purifier,North,Online,12560.54,0.34,1984.23,103895.389,8,Post-Monsoon
1379,10-10-2023,Microwave,East,Retail,24515.85,0.05,779.23,104339.157,4,Post-Monsoon
1380,11-10-2023,Refrigerator,West,Retail,18278.25,0.29,2641.89,129923.989,7,Post-Monsoon
1381,12-10-2023,Washing_Machine,West,Online,7139,0.1,1714.27,39852.761,6,Post-Monsoon
1382,13-10-2023,Water_Purifier,West,Online,73197.81,0.12,3718.53,450000.928,6,Post-Monsoon
1383,14-10-2023,Air_Conditioner,North,Online,5616.73,0.08,4806.98,55235.661,10,Post-Monsoon
1384,15-10-2023,Water_Purifier,South,Online,60206.16,0.2,3609.38,229540.493,4,Post-Monsoon
1385,16-10-2023,Refrigerator,North,Online,16411.09,0.12,4491.2,35132.487,2,Post-Monsoon
1386,17-10-2023,Washing_Machine,West,Online,73417.22,0.23,2538.61,417595.867,6,Post-Monsoon
1387,18-10-2023,Air_Conditioner,East,Retail,71959.7,0.01,3972.38,533367.315,7,Post-Monsoon
1388,19-10-2023,Refrigerator,West,Online,54042.59,0.02,4293.7,562817.138,10,Post-Monsoon
1389,20-10-2023,Water_Purifier,East,Retail,55417.56,0.03,3698.94,678890.303,12,Post-Monsoon
1390,21-10-2023,Refrigerator,South,Retail,5400.44,0.15,2785,8937.539,2,Post-Monsoon
1391,22-10-2023,Washing_Machine,East,Online,78865.37,0.29,3316.4,460428.995,6,Post-Monsoon
1392,23-10-2023,Ceiling_Fan,North,Retail,70837.45,0.31,3652.28,453144.445,6,Post-Monsoon
1393,24-10-2023,Refrigerator,North,Online,72132.97,0.09,1638.88,842428.47,12,Post-Monsoon
1394,25-10-2023,Refrigerator,North,Retail,54443.34,0.2,4143.11,536955.302,10,Post-Monsoon
1395,26-10-2023,Water_Purifier,East,Online,30859.02,0.27,4776.46,217063.639,7,Post-Monsoon
1396,27-10-2023,Water_Purifier,North,Online,72023.65,0.1,2593.58,479997.479,7,Post-Monsoon
1397,28-10-2023,Air_Conditioner,North,Online,26863.77,0.14,3654.8,73694.14,3,Post-Monsoon
1398,29-10-2023,Water_Purifier,North,Online,47203.37,0.18,3816.62,224300.492,5,Post-Monsoon
1399,30-10-2023,Microwave,South,Retail,12479.82,0.05,3480.11,96576.766,8,Post-Monsoon
1400,31-10-2023,Washing_Machine,East,Retail,74146.67,0.01,2962.02,718258.515,10,Post-Monsoon
1401,01-11-2023,Washing_Machine,East,Retail,15557.78,0.05,4467.42,129090.156,8,Post-Monsoon
1402,02-11-2023,Ceiling_Fan,West,Retail,21867.26,0.22,2520.17,164684.182,8,Post-Monsoon
1403,03-11-2023,Ceiling_Fan,East,Retail,46860.06,0.03,774.96,287320.202,6,Post-Monsoon
1404,04-11-2023,Washing_Machine,South,Online,62306.98,0.07,4300.5,568632.974,9,Post-Monsoon
1405,05-11-2023,Ceiling_Fan,East,Online,51451.35,0.12,3532.92,135006.287,3,Post-Monsoon
1406,06-11-2023,Air_Conditioner,South,Online,22410.04,0.03,4321.66,69609.891,3,Post-Monsoon
1407,07-11-2023,Water_Purifier,South,Online,5070.73,0.07,1123.46,15114.71,3,Post-Monsoon
1408,08-11-2023,Washing_Machine,East,Online,61786.29,0.32,638.39,492543.103,8,Post-Monsoon
1409,09-11-2023,Ceiling_Fan,West,Retail,78890.55,0.01,4704.69,171011.243,2,Post-Monsoon
1410,10-11-2023,Washing_Machine,North,Online,65743.48,0.23,1164.78,540529.015,8,Post-Monsoon
1411,11-11-2023,Microwave,North,Online,39515.5,0.13,4143.44,138640.853,4,Post-Monsoon
1412,12-11-2023,Refrigerator,East,Retail,72782.54,0.24,4204.44,375068.733,5,Post-Monsoon
1413,13-11-2023,Water_Purifier,East,Retail,35738.58,0.21,3689.17,339273.012,9,Post-Monsoon
1414,14-11-2023,Washing_Machine,South,Online,44370.06,0.08,1090.68,332909.824,8,Post-Monsoon
1415,15-11-2023,Refrigerator,East,Online,40784.73,0.3,3503.29,107299.075,3,Post-Monsoon
1416,16-11-2023,Ceiling_Fan,South,Retail,38571.79,0.17,4500.89,148030.766,4,Post-Monsoon
1417,17-11-2023,Refrigerator,West,Online,63139.31,0.29,2414.89,541050.224,9,Post-Monsoon
1418,18-11-2023,Water_Purifier,East,Online,44507.67,0.14,2360.83,241050.082,5,Post-Monsoon
1419,19-11-2023,Washing_Machine,North,Online,28753.78,0.34,2492.86,155003.056,5,Post-Monsoon
1420,20-11-2023,Microwave,North,Retail,24361.86,0.27,870.22,118819.636,5,Post-Monsoon
1421,21-11-2023,Ceiling_Fan,East,Online,7831.05,0.34,4514.12,29603.704,4,Post-Monsoon
1422,22-11-2023,Washing_Machine,South,Online,48739.64,0.18,4411.32,156363.584,3,Post-Monsoon
1423,23-11-2023,Water_Purifier,North,Retail,22247.11,0.17,4990.59,172250.598,8,Post-Monsoon
1424,24-11-2023,Ceiling_Fan,South,Retail,16110.04,0.26,3133.32,115678.784,7,Post-Monsoon
1425,25-11-2023,Air_Conditioner,East,Retail,54037.25,0.31,3880.36,168388.038,3,Post-Monsoon
1426,26-11-2023,Refrigerator,East,Online,56090.69,0.34,1412.02,389871.898,7,Post-Monsoon
1427,27-11-2023,Water_Purifier,North,Retail,61411.62,0.11,3503.88,617510.725,10,Post-Monsoon
1428,28-11-2023,Air_Conditioner,East,Online,42768.27,0.28,3423.8,371731.841,9,Post-Monsoon
1429,29-11-2023,Washing_Machine,West,Retail,72054.1,0.07,4555.44,213507.268,3,Post-Monsoon
1430,30-11-2023,Microwave,West,Online,75225.71,0.19,4238.57,295884.134,4,Post-Monsoon
1431,01-12-2023,Ceiling_Fan,North,Retail,65552.82,0.06,4723.1,700377.223,11,Winter
1432,02-12-2023,Refrigerator,West,Online,52669.51,0.12,4409.75,167919.349,3,Winter
1433,03-12-2023,Ceiling_Fan,South,Online,27779.07,0.33,4409.12,24950.861,1,Winter
1434,04-12-2023,Washing_Machine,North,Retail,78720.87,0.05,786.75,859178.905,11,Winter
1435,05-12-2023,Ceiling_Fan,North,Retail,25560.21,0.22,4306.83,102066.458,4,Winter
1436,06-12-2023,Refrigerator,South,Online,20199.27,0.21,3233.65,98132.112,5,Winter
1437,07-12-2023,Washing_Machine,West,Retail,38161.56,0.04,2212,238938.063,6,Winter
1438,08-12-2023,Ceiling_Fan,West,Online,9263.04,0.11,754.32,92538.537,10,Winter
1439,09-12-2023,Microwave,West,Retail,78387.08,0.2,3549.53,329435.067,4,Winter
1440,10-12-2023,Water_Purifier,North,Retail,49132.52,0.07,1976.91,536423.81,11,Winter
1441,11-12-2023,Washing_Machine,North,Online,46771.41,0.28,2604.99,286853.515,6,Winter
1442,12-12-2023,Water_Purifier,West,Retail,54184.72,0.34,3567.78,267114.848,5,Winter
1443,13-12-2023,Washing_Machine,East,Retail,42276.77,0.08,4602.99,198739.489,5,Winter
1444,14-12-2023,Microwave,West,Online,7404.76,0.07,4214.47,28588.495,4,Winter
1445,15-12-2023,Water_Purifier,South,Online,50923.35,0.16,2527.69,367933.748,7,Winter
1446,16-12-2023,Air_Conditioner,North,Retail,58713.04,0.26,2245.02,283655.008,5,Winter
1447,17-12-2023,Refrigerator,South,Online,36256.18,0.1,1579.01,390034.32,11,Winter
